codepoint,char,mid_initial,mid_final,mid_tone,old_initial,old_nucleus,old_coda,man_initial,man_final,man_tone,can_onset,can_nucleus,can_coda,can_tone
20076,乬,,,,,,,tɕ,y,4,,,,
20077,乭,,,,,,,ʂ,i,2,,,,
20078,乮,,,,,,,m,ɑʊ,3,,,,
20079,乯,,,,,,,x,u,1,,,,
20080,买,mɰ,ɛ,³⁵,,,,m,ai,3,m,a:i,,˩˧
20081,乱,lʷ,ɑn,³¹,,,,l,wan,4,l,y:,n,˨
20082,乲,,,,,,,ts,i,1,,,,
20083,乳,ȵj,ʊ,³¹,nj,o,ʔ,ʐ,u,3,j,y:,,˩˧
20084,乴,zʷ,iᴇt̲̲,³,,,,ɕ,yɛ,2,,,,
20085,乵,,,,,,,,jɛn,3,,,,
20086,乶,,,,,,,f,u,3,,,,
20087,乷,,,,,,,ʂ,a,1,,,,
20088,乸,,,,,,,n,a,3,n,a:,,˧˥
20089,乹,,,,,,,k,an,1,k,ɔ:,n,˥
20090,乺,,,,,,,s,uɔ,3,,,,
20091,乻,,,,,,,,y,2,,,,
20092,乼,,,,,,,tsʰ,,i,,,,
20093,乽,,,,,,,ʈʂ,ɤ,3,,,,
20094,乾,k,ɑn,³³,ɡr,a,n,tɕʰ,jɛn,2,k,ɔ:,n,˥
20095,乿,ɖ,ɨ,³³,,,,ʈʂ,i,4,,,,
20096,亀,,,,,,,k,,1,,,,
20097,亁,,,,,,,k,an,1,,,,
20098,亂,lʷ,ɑn,³¹,ɡ,ə,r,l,wan,4,l,y:,n,˨
20099,亃,,,,,,,l,in,3,,,,
20100,亄,ʔɰ,it̲̲,³,qr,i,ɡ,,i,4,j,i:,,˩˨
20101,亅,ʈʰ,iᴇt̲̲,³,ɡ,o,d,tɕ,yɛ,2,kʰ,y:,t,˧
20102,了,l,eu,³⁵,r,e,̠wʔ,l,ɤ,e,l,i:u,,˩˧
20103,亇,,,,,,,m,a,a,,,,
20104,予,j,ɤ,³⁵,ɢl,a,ʔ,,y,3,j,y:,,˩˨
20105,争,tʂɰ,ɛŋ,³³,sr,e,̠ŋ,ʈʂ,ɤŋ,1,ts,a:,ŋ,˥
20106,亊,,,,,,,ʂ,i,4,,,,
20107,事,tʂ,ɨ,³¹,skr,ɯ,s,ʂ,i,4,s,i:,,˨
20108,二,ȵ,i,³¹,nj,i,s,,,4,j,i:,,˨
20109,亍,ʈʰj,ʊk̲̲,³,th,o,ɡ,ʈʂʰ,u,4,tsʰ,ʊ,k,˥
20110,于,ɦʲj,ʊ,³³,ɢʷ,a,,,y,2,j,y:,,˥
20111,亏,kʰʷɰ,iᴇ,³³,ɢʷ,a,,kʰ,,1,f,ɐi,,˥
20112,亐,ɦʲj,ʊ,³³,,,,,y,2,,,,
20113,云,ɦʲj,un,³³,ɢʷ,ɯ,n,,yn,2,w,ɐ,n,˩˨
20114,互,ɦ,u̯o,³¹,ɡ,a,̠s,x,u,4,w,u:,,˨
20115,亓,ɡ,ɨ,³³,ɡ,ɯ,,tɕʰ,i,2,kʰ,ei,,˩˨
20116,五,ŋ,u̯o,³⁵,s,ə,ŋ,,u,3,ŋ,,,˩˧
20117,井,ts,iᴇŋ,³⁵,sk,e,ŋʔ,tɕ,iŋ,3,ts,ɛ:,ŋ,˧˥
20118,亖,s,i,³¹,l̥j,i,ds,s,i,4,,,,
20119,亗,,,,,,,s,,4,,,,
20120,亘,k,əŋ,³¹,k,ɯ,̠ŋs,k,ən,4,k,ɐ,ŋ,˧˥
20121,亙,k,əŋ,³¹,k,ɯ,̠ŋs,k,ən,4,k,ɐ,ŋ,˧˥
20122,亚,ʔɰæ,,³¹,,,,,ja,4,,a:,,˧
20123,些,s,ei,³¹,sl,a,̠ls,ɕ,je,1,s,ɛ:,,˥
20124,亜,,,,,,,,ja,4,,,,
20125,亝,dz,ei,³³,z,i,̠l,tɕʰ,i,2,,,,
20126,亞,ʔɰæ,,³³,qr,a,̠ɡs,,ja,4,,a:,,˧
20127,亟,kʰ,ɨ,³¹,kh,ɯ,ɡs,tɕ,i,2,k,ɪ,k,˥
20128,亠,,,,,,,tʰ,oʊ,2,tʰ,ɐu,,˩˨
20129,亡,mʷj,aŋ,³³,m,a,ŋ,,wɑŋ,2,m,ɔ:,ŋ,˩˨
20130,亢,kʰɰæŋ,,³³,kh,a,̠ŋs,kʰ,ɑŋ,4,k,ɔ:,ŋ,˥
20131,亣,,,,th,a,̠d,t,a,4,,,,
20132,交,kɰæ,u,³³,kr,e,̠w,tɕ,jɑʊ,1,k,a:u,,˥
20133,亥,,,,ɡ,ɯ,̠ʔ,x,ai,4,h,ɔ:i,,˨
20134,亦,j,iᴇk̲̲,³,l,a,ɡ,,i,4,j,ɪ,k,˨
20135,产,ʂɰ,ɛn,³⁵,,,,ʈʂʰ,an,3,,,,
20136,亨,hj,aŋ,³⁵,qh,a,ŋʔ,x,ɤŋ,1,h,ɐ,ŋ,˥
20137,亩,,,,,,,m,u,3,m,ɐu,,˩˧
20138,亪,,,,,,,,je,e,,,,
20139,享,hɰæŋ,,³³,qh,a,ŋʔ,ɕ,jɑŋ,3,h,œ:,ŋ,˧˥
20140,京,kɰjæŋ,,³³,kr,a,ŋ,tɕ,iŋ,1,k,ɪ,ŋ,˥
20141,亭,d,eŋ,³³,d,e,̠ŋ,tʰ,iŋ,2,tʰ,ɪ,ŋ,˩˨
20142,亮,lj,aŋ,³¹,ɡ,ə,r,l,jɑŋ,4,l,œ:,ŋ,˨
20143,亯,hɰæŋ,,³³,qh,a,ŋʔ,ɕ,jɑŋ,3,,,,
20144,亰,,,,,,,tɕ,iŋ,1,,,,
20145,亱,,,,,,,,je,4,,,,
20146,亲,tsʰ,in,³¹,,,,tɕʰ,in,1,tsʰ,ɐ,n,˥
20147,亳,b,ɑk̲̲,³,bɡl,a,̠ɡ,p,uɔ,2,p,ɔ:,k,˧
20148,亴,,,,,,,,,4,,,,
20149,亵,,,,,,,ɕ,je,4,s,i:,t,˧
20150,亶,,,,t,a,̠nʔ,t,an,3,tʰ,a:,n,˧˥
20151,亷,,,,,,,l,jɛn,2,,,,
20152,亸,t,ɑ,³⁵,,,,t,uɔ,3,t,ɔ:,,˧˥
20153,亹,mʷ,ɨi,³⁵,m,ɯ,̠n,,,3,m,ei,,˩˧
20154,人,ȵɰæm,,³³,nj,i,n,ʐ,ən,2,j,ɐ,n,˩˨
20155,亻,ʔ,ɨk̲̲,³,,,,ʐ,ən,2,,,,
20156,亼,z,ip̲̲,³,z,u,b,tɕ,i,2,ts,a:,p,˨
20157,亽,,,,,,,tɕ,i,2,,,,
20158,亾,,,,,,,,wɑŋ,2,,,,
20159,亿,ʔ,ɨk̲̲,³,,,,,i,4,j,ɪ,k,˥
20160,什,dʑ,ip̲̲,³,ɡj,u,b,ʂ,ən,2,s,ɐ,m,˨
20161,仁,ȵ,in,³³,nj,i,n,ʐ,ən,2,j,ɐ,n,˩˨
20162,仂,l,ɨk̲̲,³,r,ɯ,ɡ,l,ɤ,4,l,ɐ,k,˨
20163,仃,t,eŋ,³⁵,,,,t,iŋ,1,t,ɪ,ŋ,˥
20164,仄,tʂ,ɨk̲̲,³,sr,ɯ,ɡ,ts,ɤ,4,tsʰ,ɛ:,k,˥
20165,仅,ɡɰ,in,³¹,,,,tɕ,in,3,k,ɐ,n,˧˥
20166,仆,pʰ,u,³¹,ph,u,s,pʰ,u,1,pʰ,ʊ,k,˥
20167,仇,kj,ʊ,³³,ɡ,u,,ʈʂʰ,oʊ,2,tsʰ,ɐu,,˩˨
20168,仈,,,,,,,p,a,1,,,,
20169,仉,tɕj,aŋ,³⁵,tj,a,ŋʔ,ʈʂ,ɑŋ,3,ts,œ:,ŋ,˧˥
20170,今,kɰ,im,³³,kr,ɯ,m,tɕ,in,1,k,ɐ,m,˥
20171,介,kɰ,ɛi,³¹,kr,e,̠ds,tɕ,je,4,k,a:i,,˧
20172,仌,p,ɨŋ,³³,pr,ɯ,ŋ,p,iŋ,1,,,,
20173,仍,ȵ,ɨŋ,³³,nj,ɯ,ŋ,ʐ,ɤŋ,2,j,ɪ,ŋ,˩˨
20174,从,dzj,ʊŋ,³³,z,o,ŋ,tsʰ,ʊŋ,2,tsʰ,ʊ,ŋ,˩˨
20175,仏,,,,,,,f,uɔ,2,,,,
20176,仐,,,,,,,s,an,3,,,,
20177,仑,,,,,,,l,,2,l,ɵ,n,˩˨
20178,仒,,,,,,,p,iŋ,1,,,,
20179,仓,tsʰ,ɑŋ,³³,,,,tsʰ,ɑŋ,1,tsʰ,ɔ:,ŋ,˥
20180,仔,ts,ɨ,³⁵,sk,ɯ,ʔ,ts,ai,3,ts,ɐi,,˧˥
20181,仕,dʑ,ɨ,³⁵,zr,ɯ,ʔ,ʂ,i,4,s,i:,,˨
20182,他,d,ɑ,³¹,l̥,a,̠l,tʰ,a,1,tʰ,a:,,˥
20183,仗,ɖj,aŋ,³¹,d,a,ŋʔ,ʈʂ,ɑŋ,4,ts,œ:,ŋ,˧
20184,付,pj,ʊ,³¹,p,o,s,f,u,4,f,u:,,˨
20185,仙,s,iᴇn,³⁵,sl,e,n,ɕ,jɛn,1,s,i:,n,˥
20186,仚,hɰ,iᴇn,³³,qhr,e,n,ɕ,jɛn,1,,,,
20187,仛,ʈɰæk̲̲,,³,ɡ‧l,a,̠ɡ,tʰ,uɔ,1,,,,
20188,仜,ɦ,uŋ,³³,ɡ,o,̠ŋ,x,ʊŋ,2,,,,
20189,仝,d,uŋ,³³,sɡ,o,n,tʰ,ʊŋ,2,tʰ,ʊ,ŋ,˩˨
20190,仞,ȵ,in,³¹,nj,ɯ,ns,ʐ,ən,4,j,ɐ,n,˨
20191,仟,tsʰ,en,³³,sn̥,i,̠n,tɕʰ,jɛn,1,tsʰ,i:,n,˥
20192,仠,ɦ,ɑn,³¹,,,,k,an,3,,,,
20193,仡,ŋ,ɨt̲̲,³,qh,ɯ,d,k,ɤ,1,k,a:,k,˧
20194,仢,ʑj,ak̲̲,³,blj,e,wɡ,p,uɔ,2,,,,
20195,代,d,əi,³¹,l,ɯ,̠ɡs,t,ai,4,t,ɔ:i,,˨
20196,令,l,iᴇŋ,³¹,ɡ,ə,r,l,iŋ,4,l,i:,m,˥
20197,以,j,ɨ,³⁵,ɢl,ɯ,ʔ,,i,3,j,i:,,˩˧
20198,仦,,,,,,,ʈʂʰ,ɑʊ,4,,,,
20199,仧,ʈj,aŋ,³⁵,,,,ʈʂʰ,ɑŋ,2,,,,
20200,仨,,,,,,,s,a,1,s,a:,m,˥
20201,仩,,,,,,,ʈʂʰ,ɑŋ,2,,,,
20202,仪,ŋɰ,iᴇ,³³,,,,,i,2,j,i:,,˩˨
20203,仫,,,,,,,m,u,4,,,,
20204,们,,,,,,,m,ən,n,m,u:,n,˩˨
20205,仭,,,,,,,ʐ,ən,4,j,ɐ,n,˨
20206,仮,pʷj,ɤn,³⁵,p,a,nʔ,f,an,3,,,,
20207,仯,tʂʰɰæ,u,³¹,,,,ʈʂʰ,ɑʊ,4,,,,
20208,仰,ŋj,aŋ,³⁵,ŋ,a,ŋs,,jɑŋ,3,j,œ:,ŋ,˩˧
20209,仱,k,ɨŋ,³³,,,,tɕʰ,jɛn,2,,,,
20210,仲,ɖj,uŋ,³¹,ɡ‧l,u,ŋs,ʈʂ,ʊŋ,4,ts,ʊ,ŋ,˨
20211,仳,bɰ,i,³⁵,ph,e,ʔ,pʰ,i,3,pʰ,ei,,˧˥
20212,仴,,,,,,,,uɔ,4,,,,
20213,仵,ŋ,u̯o,³¹,ŋ,a,̠ʔ,,u,3,ŋ,,,˩˧
20214,件,ɡɰ,iᴇn,³⁵,ɡr,a,nʔ,tɕ,jɛn,4,k,i:,n,˨
20215,价,kɰ,ɛi,³¹,kr,e,̠ds,tɕ,ja,4,k,a:,,˧
20216,仸,ʔɰ,iᴇu,³⁵,,,,,jɑʊ,3,,,,
20217,仹,pʰj,ʊŋ,³³,,,,f,ɤŋ,1,,,,
20218,仺,tsʰ,ɑŋ,³³,,,,tsʰ,ɑŋ,1,,,,
20219,任,ȵ,im,³³,mblj,u,m,ʐ,ən,4,j,ɐ,m,˩˨
20220,仼,,,,,,,,wɑŋ,2,,,,
20221,份,pʰj,un,³³,b,ɯ,ns,f,ən,4,p,ɐ,n,˥
20222,仾,,,,,,,t,i,1,,,,
20223,仿,pʰʷj,aŋ,³⁵,ph,a,ŋʔ,f,ɑŋ,3,f,ɔ:,ŋ,˧˥
20224,伀,tɕj,ʊŋ,³³,klj,o,ŋ,ʈʂ,ʊŋ,1,ts,ʊ,ŋ,˥
20225,企,kʰʷ,iᴇ,³⁵,kh,e,s,tɕʰ,i,3,kʰ,ei,,˩˧
20226,伂,p,ɑi,³¹,,,,pʰ,ei,4,,,,
20227,伃,j,ɤ,³⁵,ɢl,a,,,y,2,j,y:,,˩˨
20228,伄,t,eu,³¹,,,,t,jɑʊ,4,,,,
20229,伅,d,u̯on,³⁵,,,,t,,4,t,ɵ,n,˨
20230,伆,mj,un,³⁵,m,ɯ,nʔ,,u,4,,,,
20231,伇,j,iᴇk̲̲,³,ɢʷ,e,ɡ,,i,4,,,,
20232,伈,tsʰ,im,³¹,,,,ɕ,in,3,s,ɐ,m,˧˥
20233,伉,ɦ,ɑŋ,³⁵,kh,a,̠ŋs,kʰ,ɑŋ,4,kʰ,ɔ:,ŋ,˧
20234,伊,ʔ,i,³³,q,i,l,,i,1,j,i:,,˥
20235,伋,ɡ,ip̲̲,³,kr,ɯ,b,tɕ,i,2,kʰ,ɐ,p,˥
20236,伌,ʔɰ,ɛ,³¹,,,,,ai,4,,,,
20237,伍,ŋ,u̯o,³⁵,s,ə,ŋ,,u,3,ŋ,,,˩˧
20238,伎,tɕ,iᴇ,³¹,kj,e,s,tɕ,i,4,k,ei,,˨
20239,伏,b,ɨu,³¹,b,ɯ,ɡs,f,u,2,p,ʊ,k,˨
20240,伐,bʷj,ɤt̲̲,³,b,a,d,f,a,2,f,ɐ,t,˨
20241,休,hj,ʊ,³⁵,qh,u,,ɕ,,1,j,ɐu,,˥
20242,伒,k,ɨn,³¹,,,,tɕ,in,4,k,ɐ,n,˧
20243,伓,bɰ,i,³³,,,,pʰ,i,1,,,,
20244,伔,,,,,,,t,an,3,,,,
20245,伕,,,,,,,f,u,1,f,u:,,˥
20246,伖,,,,,,,tʰ,ɑŋ,3,,,,
20247,众,tɕj,uŋ,³¹,,,,ʈʂ,ʊŋ,4,ts,ʊ,ŋ,˧
20248,优,ʔ,ɨu,³³,,,,,,1,j,ɐu,,˥
20249,伙,,,,,,,x,uɔ,3,f,ɔ:,,˧˥
20250,会,ɦʷ,ɑi,³¹,,,,x,,4,kʰ,u:i,,˧˥
20251,伛,,,,,,,,y,3,j,y:,,˧˥
20252,伜,,,,,,,tsʰ,,4,,,,
20253,伝,,,,,,,,yn,2,,,,
20254,伞,s,ɑn,³⁵,,,,s,an,3,s,a:,n,˧
20255,伟,ɦʲʷ,ɨi,³⁵,,,,,,3,w,ɐi,,˩˧
20256,传,ɖʷ,iᴇn,³³,,,,ʈʂʰ,wan,2,tsʰ,y:,n,˩˨
20257,伡,,,,,,,ʈʂʰ,ɤ,1,,,,
20258,伢,,,,,,,,ja,2,ŋ,a:,,˩˨
20259,伣,,,,,,,tɕʰ,jɛn,4,j,i:,n,˩˧
20260,伤,ɕj,aŋ,³³,,,,ʂ,ɑŋ,1,s,œ:,ŋ,˥
20261,伥,,,,,,,ʈʂʰ,ɑŋ,1,tsʰ,a:,ŋ,˥
20262,伦,lʷ,in,³³,,,,l,,2,l,ɵ,n,˩˨
20263,伧,dʐɰæŋ,,³³,,,,tsʰ,ɑŋ,1,tsʰ,a:,ŋ,˩˨
20264,伨,zʷ,in,³³,,,,ɕ,yn,4,,,,
20265,伩,,,,,,,ɕ,in,4,m,ɐ,n,˥
20266,伪,ŋʷɰ,iᴇ,³¹,,,,,,3,ŋ,ɐi,,˨
20267,伫,ɖj,ɤ,³⁵,,,,ʈʂ,u,4,tsʰ,y:,,˩˧
20268,伬,,,,,,,ts,ɤ,e,,,,
20269,伭,ɦ,en,³³,ɡ,i,̠n,ɕ,jɛn,2,j,i:,n,˩˨
20270,伮,n,u̯o,³³,,,,n,u,3,n,ou,,˩˨
20271,伯,pɰæk̲̲,,³,pr,a,̠ɡ,p,uɔ,2,p,a:,,˧
20272,估,k,u̯o,³⁵,k,a,̠ʔ,k,u,1,k,u:,,˧˥
20273,伱,ɳ,ɨ,³⁵,,,,n,i,3,,,,
20274,伲,ɳɰ,iᴇ,³⁵,,,,n,i,4,,,,
20275,伳,s,iᴇt̲̲,³,,,,ɕ,je,4,s,i:,t,˧
20276,伴,bʷ,ɑn,³¹,b,a,̠ns,p,an,4,p,u:,n,˨
20277,伵,hʷ,i,³¹,,,,ɕ,y,4,,,,
20278,伶,l,eŋ,³¹,ɡ,ə,r,l,iŋ,2,l,ɪ,ŋ,˩˨
20279,伷,ɖ,ɨu,³¹,,,,ʈʂ,oʊ,4,ts,ɐu,,˨
20280,伸,ɕ,in,³³,l̥,i,n,ʂ,ən,1,s,ɐ,n,˥
20281,伹,tsʰj,ɤ,³³,skh,a,,tɕʰ,y,1,,,,
20282,伺,s,ɨ,³¹,l̥j,ɯ,s,tsʰ,i,4,ts,i:,,˨
20283,伻,pɰ,ɛŋ,³³,phr,e,̠ŋ,p,ɤŋ,1,pʰ,ɪ,ŋ,˥
20284,似,z,ɨ,³⁵,sɢl,ɯ,ʔ,ʂ,i,4,tsʰ,i:,,˩˧
20285,伽,ɡj,ɑ,³³,ɡ,a,,k,a,1,k,a:,,˥
20286,伾,bɰ,i,³³,phr,ɯ,,pʰ,i,1,pʰ,ei,,˥
20287,伿,tɕ,iᴇ,³¹,ɢ,e,s,,i,4,,,,
20288,佀,z,ɨ,³⁵,sɢl,ɯ,ʔ,s,i,4,,,,
20289,佁,z,ɨ,³⁵,kh‧l,ɯ,s,,i,3,j,i:,,˩˨
20290,佂,tɕ,iᴇŋ,³³,kj,e,ŋ,ʈʂ,ɤŋ,1,,,,
20291,佃,d,en,³¹,l,i,̠ŋs,t,jɛn,4,t,i:,n,˨
20292,佄,ɦ,ɑm,³³,,,,x,an,1,,,,
20293,佅,mɰæ,i,³¹,mr,a,̠ds,m,ai,4,,,,
20294,但,d,ɑn,³³,d,a,̠ns,t,an,4,t,a:,n,˨
20295,佇,ɳɰ,ɛŋ,³³,d,a,ʔ,ʈʂ,u,4,tsʰ,y:,,˩˧
20296,佈,p,u̯o,³¹,p,a,̠s,p,u,4,p,ou,,˧
20297,佉,kʰj,ɑ,³³,kh,a,,tɕʰ,y,1,kʰ,ɵy,,˥
20298,佊,pɰ,iᴇ,³⁵,pr,a,ls,p,i,3,,,,
20299,佋,dʑ,iᴇu,³³,,,,ʈʂ,ɑʊ,1,,,,
20300,佌,s,iᴇ,³⁵,sh,e,ʔ,tsʰ,i,3,tsʰ,i:,,˧˥
20301,位,ɦʲʷ,i,³¹,ɢʷr,ɯ,bs,,,4,w,ɐi,,˧˥
20302,低,t,ei,³³,t,i,̠l,t,i,1,t,ɐi,,˥
20303,住,ɖj,ʊ,³¹,d,o,s,ʈʂ,u,4,ts,y:,,˨
20304,佐,ts,ɑ,³¹,s,a,̠ls,ts,uɔ,3,ts,ɔ:,,˧
20305,佑,ɦʲ,ɨu,³¹,ɢʷ,ɯ,s,,,4,j,ɐu,,˨
20306,佒,ʔj,aŋ,³³,q,a,̠ŋ,,jɑŋ,3,j,œ:,ŋ,˧˥
20307,体,b,u̯on,³⁵,,,,tʰ,i,3,tʰ,ɐi,,˧˥
20308,佔,t,em,³³,k‧l,e,̠m,ʈʂ,an,4,ts,i:,m,˧
20309,何,ɦ,ɑ,³³,ɡ,a,̠l,x,ɤ,2,h,ɔ:,,˩˨
20310,佖,bɰ,it̲̲,³,bl,i,ɡ,p,i,4,p,i:,t,˥
20311,佗,d,ɑ,³³,l̥,a,̠l,tʰ,uɔ,2,tʰ,ɔ:,,˩˨
20312,佘,dʑjæ,,³³,,,,ʂ,ɤ,2,s,ɛ:,,˩˨
20313,余,dʑjæ,,³³,ɢl,a,,,y,2,j,y:,,˩˨
20314,佚,j,it̲̲,³,l,i,ɡ,,i,4,j,ɐ,t,˨
20315,佛,pʰʷ,ɨi,³¹,b,ɯ,d,f,u,2,p,ɐ,t,˨
20316,作,ts,u̯o,³⁵,s,a,̠ɡs,ts,uɔ,4,ts,ɔ:,k,˧
20317,佝,kʰ,u,³¹,qh,o,̠s,k,oʊ,1,kʰ,ɐu,,˧
20318,佞,n,eŋ,³³,n,i,̠ŋs,n,iŋ,4,n,ɪ,ŋ,˨
20319,佟,d,u̯oŋ,³³,,,,tʰ,ʊŋ,2,tʰ,ʊ,ŋ,˩˨
20320,你,ɳɰ,iᴇ,³⁵,,,,n,i,3,n,ei,,˩˧
20321,佡,,,,,,,ɕ,jɛn,1,,,,
20322,佢,,,,,,,tɕʰ,y,2,kʰ,ɵy,,˩˧
20323,佣,j,ʊŋ,³³,,,,,jʊŋ,1,j,ʊ,ŋ,˨
20324,佤,,,,,,,,wa,3,ŋ,a:,,˩˧
20325,佥,,,,,,,tɕʰ,jɛn,1,tsʰ,i:,m,˥
20326,佦,,,,,,,ʂ,i,i,,,,
20327,佧,,,,,,,kʰ,a,3,kʰ,a:,,˥
20328,佨,,,,,,,p,ɑʊ,1,,,,
20329,佩,b,u̯oi,³¹,b,ɯ,̠s,pʰ,ei,4,pʰ,u:i,,˧
20330,佪,ɦ,u̯oi,³³,ɡ,u,̠l,x,,2,w,u:i,,˩˨
20331,佫,kɰæk̲̲,,³,,,,x,ɤ,4,,,,
20332,佬,,,,,,,l,ɑʊ,3,l,ou,,˧˥
20333,佭,,,,,,,ɕ,jɑŋ,2,,,,
20334,佮,k,əp̲̲,³,kh‧l,u,̠b,k,ɤ,2,tʰ,ɐ,p,˥
20335,佯,j,aŋ,³³,ɢl,a,ŋ,,jɑŋ,2,j,ɵy,,˩˨
20336,佰,mɰæk̲̲,,³,mbr,a,̠ɡ,p,ai,3,p,a:,k,˧
20337,佱,pj,ap̲̲,³,,,,f,a,3,,,,
20338,佲,m,eŋ,³⁵,,,,m,iŋ,3,,,,
20339,佳,kɰ,ɛ,³³,kr,e,̠,tɕ,ja,1,k,a:i,,˥
20340,佴,n,əi,³¹,m‧l,ɯ,̠s,,,4,j,i:,,˨
20341,併,p,iᴇŋ,³¹,b,e,̠ŋʔ,p,iŋ,4,p,ɪ,ŋ,˧
20342,佶,ɡɰ,it̲̲,³,ɡr,i,d,tɕ,i,2,k,ɐ,t,˥
20343,佷,ɦ,əŋ,³³,,,,x,ən,3,h,ɐ,n,˧˥
20344,佸,kʷ,ɑt̲̲,³,ɡ,o,̠d,x,uɔ,2,kʰ,u:,t,˧
20345,佹,kʷɰ,iᴇ,³⁵,kr,o,lʔ,k,,3,kw,ɐi,,˧˥
20346,佺,tsʰʷ,iᴇn,³³,skh,o,n,tɕʰ,yan,2,tsʰ,y:,n,˩˨
20347,佻,tʰ,eu,³¹,ɡ‧l,e,̠w,tʰ,jɑʊ,1,tʰ,i:u,,˥
20348,佼,ɦɰæ,u,³³,kr,e,̠wʔ,tɕ,jɑʊ,3,k,a:u,,˧˥
20349,佽,ts,i,³¹,sh,i,s,tsʰ,i,4,tsʰ,i:,,˧
20350,佾,j,it̲̲,³,b,ə,l,,i,4,j,ɐ,t,˨
20351,使,ʂ,ɨ,³¹,sqr,ɯ,ʔ,ʂ,i,3,s,ɐi,,˧˥
20352,侀,ɦ,eŋ,³³,ɡ,e,̠ŋ,ɕ,iŋ,2,j,ɪ,ŋ,˩˨
20353,侁,ʂ,ɪn,³³,sr,i,n,ʂ,ən,1,s,ɐ,n,˥
20354,侂,tʰ,ɑk̲̲,³,kh‧l,a,̠ɡ,tʰ,uɔ,1,tʰ,ɔ:,k,˧
20355,侃,kʰ,ɑn,³¹,kh,a,̠ns,kʰ,an,3,h,ɔ:,n,˧˥
20356,侄,tɕ,i,³¹,klj,i,ɡ,ʈʂ,i,2,,,,
20357,侅,kʰ,əi,³³,ɡr,ɯ,̠ʔ,k,ai,1,k,ɔ:i,,˥
20358,來,l,ɨk̲̲,³,ɡ,ə,r,l,ai,2,l,ɐi,,˩˨
20359,侇,j,i,³³,l,i,,,i,2,j,i:,,˩˨
20360,侈,ɕ,iᴇ,³⁵,khlj,a,lʔ,ʈʂʰ,i,3,tsʰ,i:,,˧˥
20361,侉,ɦ,u̯o,³³,q,a,̠ls,kʰ,wa,3,kʰw,a:,,˧˥
20362,侊,kʷɰæŋ,,³³,kʷ,a,̠ŋ,k,wɑŋ,1,,,,
20363,例,l,iᴇt̲̲,³,r,e,ds,l,i,4,l,ɐi,,˨
20364,侌,ʔɰ,im,³³,,,,,in,1,,,,
20365,侍,dʑ,ɨ,³¹,ɡlj,ɯ,s,ʂ,i,4,s,i:,,˨
20366,侎,m,iᴇ,³⁵,m,e,ʔ,m,i,3,,,,
20367,侏,ʈ,ɨu,³³,tj,o,,ʈʂ,u,1,ts,y:,,˥
20368,侐,hʷ,i,³¹,qhʷ,i,ɡs,ɕ,y,4,kw,ɪ,k,˥
20369,侑,ɦ,u̯oi,³⁵,ɢʷ,ɯ,s,,,4,j,ɐu,,˨
20370,侒,ʔ,ɑn,³³,q,a,̠n,,an,1,,,,
20371,侓,l,u̯ot̲̲,³,,,,l,u,4,,,,
20372,侔,m,ɨu,³³,m,ɯ,,m,oʊ,2,m,ɐu,,˩˨
20373,侕,ȵ,ɨ,³³,,,,,,2,,,,
20374,侖,l,u̯on,³³,ɡ,ə,r,l,,2,l,ɵ,n,˩˨
20375,侗,tʰ,uŋ,³³,th,o,̠ŋ,t,ʊŋ,4,t,ʊ,ŋ,˨
20376,侘,ʈʰɰæ,,³¹,kh‧r,a,̠,ʈʂʰ,a,4,tsʰ,a:,,˧
20377,侙,ʈʰ,ɨk̲̲,³,kh‧l,ɯ,ɡ,ʈʂʰ,i,1,,,,
20378,侚,zʷ,in,³³,sɢʷ,i,ns,ɕ,yn,4,s,ɵ,n,˥
20379,供,kj,ʊŋ,³³,kl,o,ŋs,k,ʊŋ,1,k,ʊ,ŋ,˥
20380,侜,ʈ,ɨu,³³,k‧l,u,,ʈʂ,oʊ,1,ts,ɐu,,˥
20381,依,ʔ,ɨi,³⁵,q,ɯ,l,,i,1,j,i:,,˥
20382,侞,ȵj,ɤ,³³,,,,ʐ,u,2,,,,
20383,侟,,,,s,ɯ,̠ns,tsʰ,,2,,,,
20384,侠,ɦ,ep̲̲,³,,,,ɕ,ja,2,h,a:,p,˨
20385,価,,,,,,,s,i,4,,,,
20386,侢,,,,,,,t,ai,4,,,,
20387,侣,lj,ɤ,³⁵,ɡ,ə,r,l,y,3,l,ɵy,,˩˧
20388,侤,,,,,,,tʰ,a,a,,,,
20389,侥,k,eu,³⁵,,,,tɕ,jɑʊ,3,k,i:u,,˥
20390,侦,ʈʰ,iᴇŋ,³³,,,,ʈʂ,ən,1,ts,ɪ,ŋ,˥
20391,侧,tʂ,ɨk̲̲,³,,,,tsʰ,ɤ,4,ts,ɐ,k,˥
20392,侨,ɡɰ,iᴇu,³³,,,,tɕʰ,jɑʊ,2,kʰ,i:u,,˩˨
20393,侩,,,,,,,kʰ,wai,4,kʰ,u:i,,˧˥
20394,侪,,,,,,,ʈʂʰ,ai,2,tsʰ,a:i,,˩˨
20395,侫,,,,,,,n,iŋ,4,,,,
20396,侬,n,u̯oŋ,³³,,,,n,ʊŋ,2,n,ʊ,ŋ,˩˨
20397,侭,,,,,,,tɕ,in,3,,,,
20398,侮,mj,ʊ,³¹,m,ɯ,ʔ,,u,3,m,ou,,˩˧
